vehicle_id,vehicle_type,fuel_type,vehicle_age,fuel_capacity_l,max_payload_kg,available,route_id,origin,destination,distance_km,required_payload_kg,traffic_factor,priority,average_speed_kmph,road_grade,weather_factor,fuel_consumed_l
V038,Light Commercial,Diesel,6,100,3500,True,R010,Hub North,Zone 2,196.7,1696.0,1.44,2,51.1,4.01,1.0,50.42
V012,Van,Petrol,1,75,1500,True,R018,Hub North,Port Terminal,158.5,1071.4,1.14,1,71.1,2.87,1.04,26.17
V020,Truck,Diesel,4,220,8000,True,R005,Hub North,Zone 3,169.3,4104.4,1.78,1,47.5,-1.55,1.11,63.62
V024,Van,Diesel,7,75,1500,True,R004,Depot C,Zone 3,269.3,995.1,1.15,3,66.2,3.22,1.11,42.83
V039,Truck,Diesel,12,220,8000,True,R020,Central Hub,Port Terminal,198.9,2589.1,1.24,2,58.2,-0.28,1.0,71.79
V019,Semi-Trailer,Diesel,11,450,26000,True,R013,Central Hub,Metro Area,191.5,14571.6,1.69,2,48.7,-2.72,1.07,97.48
V025,Truck,Diesel,11,220,8000,True,R005,Hub North,Zone 3,171.8,3982.4,1.84,1,47.2,-1.22,1.13,73.14
V018,Light Commercial,Hybrid,9,100,3500,True,R023,Depot B,Zone 2,266.3,1249.0,1.25,3,54.0,-0.66,1.01,35.19
V046,Truck,Diesel,4,220,8000,True,R024,Depot C,Zone 2,103.7,1223.7,1.2,1,61.7,-1.69,1.08,27.95
V010,Semi-Trailer,Diesel,12,450,26000,True,R002,Hub North,Metro Area,105.7,13875.2,1.57,3,52.3,1.49,1.01,66.21
V014,Light Commercial,Diesel,4,100,3500,True,R007,Central Hub,Industrial Park,289.3,379.0,1.22,3,61.6,0.74,1.03,50.66
V015,Van,Diesel,9,75,1500,True,R012,Depot A,Zone 2,54.4,647.0,1.46,2,32.4,2.02,1.03,9.51
V055,Van,CNG,6,75,1500,True,R022,Central Hub,Metro Area,265.0,622.6,1.02,2,74.5,-2.63,1.12,31.94
V057,Light Commercial,Diesel,6,100,3500,True,R003,Depot B,Zone 1,295.4,2235.4,1.0,2,76.5,-1.61,1.05,51.01
V031,Light Commercial,Diesel,6,100,3500,True,R025,Hub North,Zone 1,66.9,3287.6,1.27,2,34.7,-3.06,1.11,14.17
V010,Semi-Trailer,Diesel,12,450,26000,True,R010,Hub North,Zone 2,195.9,21561.8,1.16,2,65.2,3.58,1.03,139.55
V046,Truck,Diesel,4,220,8000,True,R004,Depot C,Zone 3,268.0,7430.6,1.44,3,53.5,3.27,1.25,140.78
V030,Van,Diesel,11,75,1500,True,R026,Central Hub,Zone 4,113.2,1362.4,1.66,3,43.1,1.03,1.09,20.51
V051,Light Commercial,Diesel,8,100,3500,True,R003,Depot B,Zone 1,292.0,570.5,1.3,2,54.5,-1.96,1.03,48.39
V022,Truck,Diesel,10,220,8000,True,R004,Depot C,Zone 3,267.0,2717.2,1.3,3,55.6,2.9,1.12,116.58
V060,Light Commercial,Diesel,7,100,3500,True,R029,Depot A,Port Terminal,31.7,1233.5,1.3,3,34.7,3.73,1.02,8.46
V049,Truck,Diesel,8,220,8000,True,R016,Central Hub,Industrial Park,22.7,1282.9,1.45,1,38.0,0.71,1.02,8.77
V014,Light Commercial,Diesel,4,100,3500,True,R014,Depot A,Metro Area,57.1,2868.8,1.68,2,25.9,-3.16,1.01,13.72
V044,Van,CNG,4,75,1500,True,R021,Depot A,Metro Area,277.5,1291.5,1.26,1,60.1,0.14,1.05,45.43
V018,Light Commercial,Hybrid,9,100,3500,True,R019,Depot B,Port Terminal,261.5,2149.8,1.54,2,47.1,-1.45,1.26,41.25
V021,Van,Diesel,10,75,1500,True,R019,Depot B,Port Terminal,255.7,1286.0,1.44,2,49.1,-1.7,1.03,36.74
V016,Van,Petrol,6,75,1500,True,R001,Depot B,Port Terminal,285.3,1060.8,1.53,1,54.4,-2.38,1.06,42.61
V041,Bus,Petrol,6,280,6000,True,R017,Hub North,Zone 2,142.7,2846.8,1.62,3,45.8,4.4,1.11,98.07
V016,Van,Petrol,6,75,1500,True,R009,Depot A,Industrial Park,86.8,341.1,1.5,1,30.7,-1.96,1.05,13.16
V039,Truck,Diesel,12,220,8000,True,R025,Hub North,Zone 1,68.2,7317.8,1.47,2,31.0,-3.24,1.05,29.72
V035,Van,Petrol,9,75,1500,True,R016,Central Hub,Industrial Park,22.5,1032.7,1.48,1,35.1,0.47,1.04,4.33
V046,Truck,Diesel,4,220,8000,True,R004,Depot C,Zone 3,267.8,3208.5,1.23,3,64.3,2.93,1.04,104.58
V060,Light Commercial,Diesel,7,100,3500,True,R027,Depot C,Zone 1,69.1,732.6,1.31,2,43.2,-0.86,1.0,11.56
V001,Semi-Trailer,Diesel,6,450,26000,True,R009,Depot A,Industrial Park,89.1,20257.2,1.63,1,29.9,-2.98,1.08,52.99
V060,Light Commercial,Diesel,7,100,3500,True,R009,Depot A,Industrial Park,88.0,2736.0,1.41,1,34.6,-2.26,1.07,19.34
V007,Van,Petrol,11,75,1500,True,R029,Depot A,Port Terminal,32.5,842.3,1.09,3,46.2,4.36,1.13,6.63
V032,Truck,Diesel,8,220,8000,True,R024,Depot C,Zone 2,101.5,7599.7,1.0,1,75.7,-3.22,1.02,33.53
V021,Van,Diesel,10,75,1500,True,R026,Central Hub,Zone 4,110.6,642.7,1.82,3,38.0,0.7,1.0,18.14
V039,Truck,Diesel,12,220,8000,True,R020,Central Hub,Port Terminal,196.4,7206.0,1.47,2,56.8,0.04,1.02,83.61
V044,Van,CNG,4,75,1500,True,R028,Central Hub,Zone 4,29.7,953.6,1.14,1,43.8,-0.62,1.06,4.55
V052,Van,Petrol,2,75,1500,True,R004,Depot C,Zone 3,266.2,1088.9,1.18,3,65.5,2.71,1.01,47.45
V025,Truck,Diesel,11,220,8000,True,R018,Hub North,Port Terminal,155.6,7036.1,1.11,1,69.1,2.54,1.03,71.79
V056,Semi-Trailer,Diesel,6,450,26000,True,R009,Depot A,Industrial Park,89.3,20968.4,1.5,1,35.0,-2.65,1.07,47.62
V020,Truck,Diesel,4,220,8000,True,R012,Depot A,Zone 2,52.5,2762.9,1.27,2,35.4,1.8,1.02,21.12
V013,Truck,Hybrid,5,220,8000,True,R008,Depot B,Metro Area,131.1,6697.2,1.81,2,41.5,-2.94,1.02,42.23
V023,Semi-Trailer,Diesel,7,450,26000,True,R007,Central Hub,Industrial Park,287.7,14527.6,1.28,3,67.9,0.51,1.01,143.9
V032,Truck,Diesel,8,220,8000,True,R014,Depot A,Metro Area,54.9,1104.8,1.67,2,36.2,-2.03,1.03,20.02
V041,Bus,Petrol,6,280,6000,True,R028,Central Hub,Zone 4,28.4,4036.5,1.12,1,45.1,-1.0,1.03,13.09
V050,Light Commercial,Diesel,2,100,3500,True,R020,Central Hub,Port Terminal,200.0,1836.6,1.47,2,49.5,-0.9,1.11,38.52
V014,Light Commercial,Diesel,4,100,3500,True,R011,Central Hub,Port Terminal,311.4,1946.5,1.47,1,42.1,0.99,1.09,74.2
V019,Semi-Trailer,Diesel,11,450,26000,True,R014,Depot A,Metro Area,54.0,11694.7,2.06,2,22.3,-2.59,1.02,34.25
V057,Light Commercial,Diesel,6,100,3500,True,R016,Central Hub,Industrial Park,22.9,540.7,1.53,1,32.3,0.78,1.06,5.33
V027,Truck,Diesel,10,220,8000,True,R008,Depot B,Metro Area,126.5,2025.5,1.49,2,49.2,-2.78,1.03,41.68
V015,Van,Diesel,9,75,1500,True,R016,Central Hub,Industrial Park,20.1,1114.5,1.69,1,28.7,1.02,1.02,4.21
V060,Light Commercial,Diesel,7,100,3500,True,R021,Depot A,Metro Area,277.9,1046.8,1.23,1,63.4,-0.08,1.07,46.8
V027,Truck,Diesel,10,220,8000,True,R008,Depot B,Metro Area,129.5,5068.5,1.72,2,39.6,-2.54,1.02,53.23
V060,Light Commercial,Diesel,7,100,3500,True,R018,Hub North,Port Terminal,157.6,1962.0,1.11,1,68.9,2.4,1.04,33.96
V056,Semi-Trailer,Diesel,6,450,26000,True,R022,Central Hub,Metro Area,265.7,7492.9,1.11,2,66.9,-2.78,1.21,103.53
V055,Van,CNG,6,75,1500,True,R016,Central Hub,Industrial Park,21.2,507.7,1.71,1,25.6,0.05,1.06,4.17
V035,Van,Petrol,9,75,1500,True,R009,Depot A,Industrial Park,89.4,639.0,1.87,1,33.4,-2.05,1.07,16.01
V048,Light Commercial,Petrol,9,100,3500,True,R017,Hub North,Zone 2,142.6,2968.6,1.45,3,54.7,4.16,1.04,49.13
V058,Truck,Diesel,12,220,8000,True,R024,Depot C,Zone 2,100.4,7200.9,1.0,1,71.7,-2.0,1.06,35.2
V017,Light Commercial,Hybrid,8,100,3500,True,R007,Central Hub,Industrial Park,288.1,1500.6,1.0,3,77.1,0.84,1.11,39.45
V003,Bus,Hybrid,9,280,6000,True,R018,Hub North,Port Terminal,157.5,835.4,1.01,1,68.8,3.0,1.14,48.92
V020,Truck,Diesel,4,220,8000,True,R021,Depot A,Metro Area,278.7,4886.1,1.09,1,66.4,0.13,1.01,90.3
V039,Truck,Diesel,12,220,8000,True,R010,Hub North,Zone 2,197.9,3639.5,1.27,2,64.2,3.66,1.01,89.84
V033,Truck,Diesel,6,220,8000,True,R012,Depot A,Zone 2,55.0,4147.7,1.1,2,46.9,1.54,1.02,20.1
V005,Light Commercial,CNG,10,100,3500,True,R027,Depot C,Zone 1,70.2,1664.8,1.22,2,42.2,-2.08,1.0,14.45
V034,Van,Diesel,10,75,1500,True,R011,Central Hub,Port Terminal,310.8,984.6,1.29,1,62.0,0.47,1.1,42.65
V011,Van,Diesel,6,75,1500,True,R018,Hub North,Port Terminal,155.6,538.2,1.12,1,69.4,2.51,1.05,20.95
V031,Light Commercial,Diesel,6,100,3500,True,R005,Hub North,Zone 3,172.2,3005.6,1.78,1,41.0,-0.88,1.07,40.51
V035,Van,Petrol,9,75,1500,True,R028,Central Hub,Zone 4,28.8,687.1,1.72,1,32.8,-0.36,1.06,5.37
V039,Truck,Diesel,12,220,8000,True,R018,Hub North,Port Terminal,156.1,3123.3,1.17,1,57.3,2.49,1.35,68.81
V025,Truck,Diesel,11,220,8000,True,R023,Depot B,Zone 2,266.1,7076.0,1.11,3,65.0,-1.13,1.09,96.63
V025,Truck,Diesel,11,220,8000,True,R019,Depot B,Port Terminal,259.1,3235.4,1.41,2,52.6,-1.59,1.05,87.7
V041,Bus,Petrol,6,280,6000,True,R011,Central Hub,Port Terminal,311.7,1023.7,1.29,1,60.4,0.48,1.23,136.82
V045,Light Commercial,Diesel,9,100,3500,True,R011,Central Hub,Port Terminal,310.6,812.1,1.2,1,61.2,0.62,1.05,57.57
V049,Truck,Diesel,8,220,8000,True,R022,Central Hub,Metro Area,263.2,5657.2,1.0,2,67.9,-2.63,1.12,83.15
V021,Van,Diesel,10,75,1500,True,R026,Central Hub,Zone 4,113.0,867.0,1.88,3,32.1,-0.02,1.03,19.64
V026,Semi-Trailer,Diesel,7,450,26000,True,R004,Depot C,Zone 3,264.5,14415.0,1.49,3,50.1,2.11,1.18,159.48
V020,Truck,Diesel,4,220,8000,True,R026,Central Hub,Zone 4,113.2,1357.5,1.93,3,37.0,0.39,1.04,45.37
V032,Truck,Diesel,8,220,8000,True,R025,Hub North,Zone 1,65.5,1915.7,1.75,2,24.9,-2.85,1.03,25.94
V008,Semi-Trailer,Diesel,1,450,26000,True,R004,Depot C,Zone 3,266.0,11356.3,1.61,3,42.3,2.83,1.13,155.95
V026,Semi-Trailer,Diesel,7,450,26000,True,R004,Depot C,Zone 3,267.3,12500.9,1.56,3,48.6,3.46,1.0,169.46
V012,Van,Petrol,1,75,1500,True,R021,Depot A,Metro Area,282.9,630.1,1.3,1,62.9,0.11,1.06,39.49
V032,Truck,Diesel,8,220,8000,True,R026,Central Hub,Zone 4,114.5,4218.7,1.72,3,44.2,1.08,1.17,53.02
V052,Van,Petrol,2,75,1500,True,R012,Depot A,Zone 2,56.3,1085.3,1.0,2,55.3,2.38,1.11,9.55
V060,Light Commercial,Diesel,7,100,3500,True,R020,Central Hub,Port Terminal,199.4,2241.2,1.35,2,54.0,0.22,1.04,42.09
V027,Truck,Diesel,10,220,8000,True,R030,Central Hub,Industrial Park,311.0,4956.7,1.75,2,44.7,2.44,1.1,161.84
V004,Van,Diesel,10,75,1500,True,R010,Hub North,Zone 2,198.0,861.2,1.22,2,67.1,3.51,1.21,32.83
V014,Light Commercial,Diesel,4,100,3500,True,R007,Central Hub,Industrial Park,286.7,947.8,1.02,3,73.1,1.14,1.05,50.67
V007,Van,Petrol,11,75,1500,True,R030,Central Hub,Industrial Park,312.6,920.9,1.63,2,46.2,3.03,1.04,70.51
V046,Truck,Diesel,4,220,8000,True,R009,Depot A,Industrial Park,88.7,1877.5,1.81,1,26.2,-2.3,1.01,35.41
V060,Light Commercial,Diesel,7,100,3500,True,R015,Central Hub,Zone 3,163.3,2470.9,1.66,2,47.7,1.24,1.01,40.37
V034,Van,Diesel,10,75,1500,True,R014,Depot A,Metro Area,56.3,726.7,1.81,2,31.2,-1.74,1.19,9.17
V011,Van,Diesel,6,75,1500,True,R016,Central Hub,Industrial Park,19.7,891.4,1.62,1,32.2,0.62,1.1,3.3
V002,Truck,Diesel,11,220,8000,True,R009,Depot A,Industrial Park,88.6,6667.0,1.88,1,25.7,-3.32,1.04,43.3
V059,Light Commercial,Diesel,7,100,3500,True,R021,Depot A,Metro Area,278.3,1460.0,1.51,1,43.8,-0.01,1.12,56.73
V019,Semi-Trailer,Diesel,11,450,26000,True,R021,Depot A,Metro Area,279.0,4804.8,1.19,1,62.7,-0.85,1.04,116.87
V007,Van,Petrol,11,75,1500,True,R007,Central Hub,Industrial Park,288.0,1286.5,1.33,3,55.7,0.22,1.0,49.78
V011,Van,Diesel,6,75,1500,True,R015,Central Hub,Zone 3,162.3,615.4,1.84,2,41.7,2.82,1.18,29.41
V016,Van,Petrol,6,75,1500,True,R002,Hub North,Metro Area,101.0,668.3,1.73,3,43.9,1.63,1.05,19.55
V040,Van,CNG,2,75,1500,True,R007,Central Hub,Industrial Park,287.2,527.4,1.38,3,60.6,0.08,1.05,38.44
V054,Light Commercial,Petrol,7,100,3500,True,R030,Central Hub,Industrial Park,312.8,1600.0,1.88,2,37.0,2.93,1.11,106.37
V017,Light Commercial,Hybrid,8,100,3500,True,R016,Central Hub,Industrial Park,21.9,1899.9,1.21,1,35.0,0.58,1.05,3.51
V042,Bus,Hybrid,4,280,6000,True,R019,Depot B,Port Terminal,257.8,4900.9,1.53,2,44.4,-1.29,1.0,82.43
V004,Van,Diesel,10,75,1500,True,R027,Depot C,Zone 1,69.2,1068.2,1.32,2,35.3,-1.97,1.01,9.71
V001,Semi-Trailer,Diesel,6,450,26000,True,R022,Central Hub,Metro Area,264.1,13943.5,1.06,2,74.8,-2.55,1.04,108.2
V004,Van,Diesel,10,75,1500,True,R024,Depot C,Zone 2,101.4,1123.9,1.0,1,69.8,-2.73,1.2,11.07
V056,Semi-Trailer,Diesel,6,450,26000,True,R022,Central Hub,Metro Area,263.2,21336.2,1.09,2,64.1,-1.62,1.07,120.31
V035,Van,Petrol,9,75,1500,True,R015,Central Hub,Zone 3,166.4,224.1,1.7,2,45.7,2.0,1.03,29.79
V049,Truck,Diesel,8,220,8000,True,R019,Depot B,Port Terminal,258.6,4827.2,1.72,2,47.0,-1.7,1.01,98.04
V002,Truck,Diesel,11,220,8000,True,R009,Depot A,Industrial Park,87.9,1094.2,1.77,1,22.1,-2.64,1.09,36.81
V002,Truck,Diesel,11,220,8000,True,R027,Depot C,Zone 1,70.6,2895.2,1.13,2,37.1,-1.83,1.06,23.47
V051,Light Commercial,Diesel,8,100,3500,True,R006,Depot C,Zone 1,146.2,2618.2,1.45,2,48.5,4.14,1.13,42.71
V007,Van,Petrol,11,75,1500,True,R027,Depot C,Zone 1,69.7,1158.9,1.34,2,40.0,-1.93,1.04,11.27
V010,Semi-Trailer,Diesel,12,450,26000,True,R027,Depot C,Zone 1,69.9,22132.6,1.35,2,37.5,-0.94,1.14,45.06
V032,Truck,Diesel,8,220,8000,True,R005,Hub North,Zone 3,170.2,4188.0,1.77,1,39.4,-1.67,1.05,71.04
V037,Van,Petrol,6,75,1500,True,R022,Central Hub,Metro Area,264.7,257.3,1.19,2,66.0,-3.51,1.01,28.84
V014,Light Commercial,Diesel,4,100,3500,True,R030,Central Hub,Industrial Park,313.0,727.2,1.62,2,46.9,2.45,1.09,68.13
V027,Truck,Diesel,10,220,8000,True,R018,Hub North,Port Terminal,157.1,2461.3,1.22,1,61.0,3.15,1.09,64.44
V041,Bus,Petrol,6,280,6000,True,R011,Central Hub,Port Terminal,310.5,2498.1,1.32,1,50.4,0.41,1.1,144.78
V027,Truck,Diesel,10,220,8000,True,R027,Depot C,Zone 1,74.8,4380.6,1.0,2,46.7,-1.66,1.14,25.21
V023,Semi-Trailer,Diesel,7,450,26000,True,R016,Central Hub,Industrial Park,21.6,16875.2,1.35,1,44.8,1.41,1.05,12.84
V005,Light Commercial,CNG,10,100,3500,True,R004,Depot C,Zone 3,265.0,833.4,1.6,3,45.4,2.66,1.11,73.26
V028,Van,Diesel,4,75,1500,True,R008,Depot B,Metro Area,126.6,390.9,1.79,2,38.1,-2.49,1.07,16.21
V049,Truck,Diesel,8,220,8000,True,R021,Depot A,Metro Area,280.7,1976.3,1.06,1,69.2,-0.14,1.11,85.7
V038,Light Commercial,Diesel,6,100,3500,True,R014,Depot A,Metro Area,57.0,2595.9,1.55,2,32.6,-2.28,1.02,12.78
V054,Light Commercial,Petrol,7,100,3500,True,R007,Central Hub,Industrial Park,286.5,1248.7,1.33,3,59.9,0.49,1.15,61.8
V008,Semi-Trailer,Diesel,1,450,26000,True,R024,Depot C,Zone 2,103.7,6284.3,1.0,1,77.5,-2.37,1.01,34.77
V001,Semi-Trailer,Diesel,6,450,26000,True,R004,Depot C,Zone 3,269.2,12133.4,1.25,3,57.2,3.3,1.04,163.24
V033,Truck,Diesel,6,220,8000,True,R007,Central Hub,Industrial Park,287.2,2483.1,1.29,3,63.1,0.95,1.0,100.26
V011,Van,Diesel,6,75,1500,True,R014,Depot A,Metro Area,54.6,620.9,1.78,2,31.4,-2.58,1.06,8.2
V036,Van,Diesel,6,75,1500,True,R002,Hub North,Metro Area,101.1,1200.6,1.8,3,39.9,1.59,1.08,18.77
V055,Van,CNG,6,75,1500,True,R012,Depot A,Zone 2,56.5,575.7,1.43,2,34.6,2.56,1.02,12.13
V021,Van,Diesel,10,75,1500,True,R028,Central Hub,Zone 4,30.6,372.9,1.4,1,38.2,-0.27,1.03,4.11
V033,Truck,Diesel,6,220,8000,True,R029,Depot A,Port Terminal,29.8,2380.7,1.0,3,54.3,3.74,1.1,12.06
V041,Bus,Petrol,6,280,6000,True,R027,Depot C,Zone 1,70.1,775.2,1.31,2,32.1,-1.87,1.02,29.94
V010,Semi-Trailer,Diesel,12,450,26000,True,R010,Hub North,Zone 2,200.8,22515.0,1.45,2,51.8,3.91,1.22,158.1
V054,Light Commercial,Petrol,7,100,3500,True,R002,Hub North,Metro Area,101.2,2423.5,1.57,3,47.7,1.83,1.12,29.52
V013,Truck,Hybrid,5,220,8000,True,R025,Hub North,Zone 1,69.6,3950.9,1.65,2,28.1,-3.14,1.03,20.78
V049,Truck,Diesel,8,220,8000,True,R012,Depot A,Zone 2,56.0,4613.9,1.02,2,46.5,1.97,1.03,23.15
V040,Van,CNG,2,75,1500,True,R023,Depot B,Zone 2,266.9,474.0,1.17,3,68.1,-0.88,1.05,33.42
V009,Semi-Trailer,Diesel,1,450,26000,True,R004,Depot C,Zone 3,268.3,11521.5,1.13,3,68.8,2.95,1.04,139.33
V044,Van,CNG,4,75,1500,True,R021,Depot A,Metro Area,280.9,557.8,1.25,1,68.3,0.61,1.01,41.48
V012,Van,Petrol,1,75,1500,True,R018,Hub North,Port Terminal,158.7,1201.3,1.04,1,69.7,3.28,1.01,28.5
V036,Van,Diesel,6,75,1500,True,R028,Central Hub,Zone 4,30.4,1097.9,1.56,1,32.6,-0.3,1.18,5.07
V058,Truck,Diesel,12,220,8000,True,R004,Depot C,Zone 3,267.1,2730.4,1.57,3,49.1,3.52,1.02,124.49
V058,Truck,Diesel,12,220,8000,True,R013,Central Hub,Metro Area,192.8,5983.3,1.63,2,49.5,-1.9,1.09,78.7
V053,Van,CNG,12,75,1500,True,R030,Central Hub,Industrial Park,313.7,269.8,1.37,2,60.2,3.2,1.05,56.98
V030,Van,Diesel,11,75,1500,True,R012,Depot A,Zone 2,54.7,408.3,1.12,2,45.0,2.32,1.1,7.98
V034,Van,Diesel,10,75,1500,True,R020,Central Hub,Port Terminal,202.9,285.6,1.39,2,49.4,0.21,1.11,26.96
V019,Semi-Trailer,Diesel,11,450,26000,True,R005,Hub North,Zone 3,169.8,7865.2,1.83,1,38.1,-1.08,1.08,98.89
V056,Semi-Trailer,Diesel,6,450,26000,True,R022,Central Hub,Metro Area,265.5,7598.9,1.08,2,70.2,-2.41,1.18,101.07
V029,Van,Diesel,12,75,1500,True,R009,Depot A,Industrial Park,87.2,1298.2,1.93,1,30.4,-1.74,1.0,17.38
V047,Semi-Trailer,Diesel,6,450,26000,True,R018,Hub North,Port Terminal,157.8,9835.3,1.08,1,63.6,2.56,1.08,79.54
V022,Truck,Diesel,10,220,8000,True,R027,Depot C,Zone 1,74.3,3215.5,1.23,2,35.8,-1.67,1.02,26.44
V045,Light Commercial,Diesel,9,100,3500,True,R020,Central Hub,Port Terminal,197.5,646.8,1.23,2,63.8,-0.29,1.08,32.44
V014,Light Commercial,Diesel,4,100,3500,True,R015,Central Hub,Zone 3,162.9,546.3,1.55,2,43.3,1.65,1.03,32.33
V045,Light Commercial,Diesel,9,100,3500,True,R006,Depot C,Zone 1,147.7,1002.7,1.81,2,37.0,3.64,1.07,41.36
V003,Bus,Hybrid,9,280,6000,True,R011,Central Hub,Port Terminal,310.1,1286.2,1.21,1,66.7,1.06,1.11,92.85
V007,Van,Petrol,11,75,1500,True,R026,Central Hub,Zone 4,113.3,589.4,1.59,3,46.3,0.13,1.04,19.51
V022,Truck,Diesel,10,220,8000,True,R007,Central Hub,Industrial Park,286.7,2065.1,1.29,3,56.8,0.72,1.0,98.2
V029,Van,Diesel,12,75,1500,True,R020,Central Hub,Port Terminal,199.9,377.2,1.33,2,61.9,-0.77,1.03,23.9
V043,Truck,Diesel,9,220,8000,True,R015,Central Hub,Zone 3,162.0,5203.2,1.72,2,39.4,2.05,1.13,87.44
V022,Truck,Diesel,10,220,8000,True,R010,Hub North,Zone 2,195.1,7206.3,1.09,2,63.7,3.19,1.03,86.09
V002,Truck,Diesel,11,220,8000,True,R022,Central Hub,Metro Area,263.8,884.9,1.16,2,71.1,-3.11,1.25,77.93
V020,Truck,Diesel,4,220,8000,True,R011,Central Hub,Port Terminal,309.0,5597.8,1.14,1,66.9,0.59,1.16,115.56
V027,Truck,Diesel,10,220,8000,True,R009,Depot A,Industrial Park,90.8,5282.5,1.62,1,33.6,-2.8,1.06,38.73
V033,Truck,Diesel,6,220,8000,True,R016,Central Hub,Industrial Park,20.3,4778.4,1.43,1,33.7,0.71,1.16,9.45
V039,Truck,Diesel,12,220,8000,True,R023,Depot B,Zone 2,264.9,5507.6,1.15,3,64.8,-0.95,1.02,88.74
V015,Van,Diesel,9,75,1500,True,R026,Central Hub,Zone 4,112.6,798.6,1.89,3,36.9,0.86,1.2,20.26
V037,Van,Petrol,6,75,1500,True,R019,Depot B,Port Terminal,257.1,1331.8,1.5,2,51.2,-1.97,1.04,42.76
V038,Light Commercial,Diesel,6,100,3500,True,R020,Central Hub,Port Terminal,196.6,820.7,1.31,2,60.4,-0.6,1.15,33.53
V047,Semi-Trailer,Diesel,6,450,26000,True,R024,Depot C,Zone 2,104.9,13065.5,1.19,1,64.0,-2.26,1.09,44.54
V032,Truck,Diesel,8,220,8000,True,R009,Depot A,Industrial Park,87.0,5240.7,1.91,1,30.4,-2.3,1.0,41.16
V049,Truck,Diesel,8,220,8000,True,R008,Depot B,Metro Area,128.7,6979.2,1.72,2,46.2,-2.15,1.14,55.56
V014,Light Commercial,Diesel,4,100,3500,True,R015,Central Hub,Zone 3,163.7,1800.1,1.85,2,36.4,1.37,1.13,42.39
V043,Truck,Diesel,9,220,8000,True,R019,Depot B,Port Terminal,259.1,7443.6,1.57,2,47.3,-1.77,1.06,110.0
V003,Bus,Hybrid,9,280,6000,True,R020,Central Hub,Port Terminal,199.6,3948.1,1.33,2,54.8,0.27,1.07,62.05
V007,Van,Petrol,11,75,1500,True,R005,Hub North,Zone 3,170.9,1041.5,1.83,1,44.1,-0.66,1.0,32.75
V052,Van,Petrol,2,75,1500,True,R024,Depot C,Zone 2,101.3,1193.2,1.07,1,72.2,-2.67,1.09,13.24
V029,Van,Diesel,12,75,1500,True,R011,Central Hub,Port Terminal,311.1,1085.7,1.0,1,75.5,0.21,1.1,42.28
V038,Light Commercial,Diesel,6,100,3500,True,R027,Depot C,Zone 1,71.5,1904.8,1.3,2,42.5,-1.46,1.02,14.05
V037,Van,Petrol,6,75,1500,True,R022,Central Hub,Metro Area,262.3,1135.1,1.15,2,57.6,-2.89,1.05,35.26
V042,Bus,Hybrid,4,280,6000,True,R030,Central Hub,Industrial Park,316.8,782.2,1.63,2,43.7,2.62,1.01,110.14
V015,Van,Diesel,9,75,1500,True,R019,Depot B,Port Terminal,256.9,1339.3,1.63,2,44.1,-1.54,1.04,41.95
V011,Van,Diesel,6,75,1500,True,R016,Central Hub,Industrial Park,22.6,1199.5,1.45,1,35.4,1.56,1.2,3.97
V003,Bus,Hybrid,9,280,6000,True,R006,Depot C,Zone 1,146.0,3852.1,1.49,2,52.4,3.92,1.1,66.28
V052,Van,Petrol,2,75,1500,True,R012,Depot A,Zone 2,53.3,237.7,1.05,2,47.8,2.52,1.04,7.95
V014,Light Commercial,Diesel,4,100,3500,True,R026,Central Hub,Zone 4,110.7,1227.4,1.52,3,44.1,0.31,1.35,23.69
V035,Van,Petrol,9,75,1500,True,R012,Depot A,Zone 2,53.7,473.4,1.2,2,43.3,2.06,1.34,9.41
V028,Van,Diesel,4,75,1500,True,R002,Hub North,Metro Area,100.2,477.7,1.52,3,49.9,2.42,1.01,14.86
V010,Semi-Trailer,Diesel,12,450,26000,True,R008,Depot B,Metro Area,127.5,17453.5,1.8,2,35.8,-2.61,1.08,74.72
V025,Truck,Diesel,11,220,8000,True,R018,Hub North,Port Terminal,158.6,6757.7,1.2,1,61.1,2.66,1.22,75.08
V005,Light Commercial,CNG,10,100,3500,True,R019,Depot B,Port Terminal,256.8,2377.8,1.33,2,57.8,-1.35,1.13,56.91
V011,Van,Diesel,6,75,1500,True,R030,Central Hub,Industrial Park,312.5,645.7,1.55,2,55.0,2.85,1.13,48.93
V009,Semi-Trailer,Diesel,1,450,26000,True,R029,Depot A,Port Terminal,30.2,24020.1,1.21,3,37.0,4.11,1.08,21.41
V050,Light Commercial,Diesel,2,100,3500,True,R016,Central Hub,Industrial Park,24.1,2916.2,1.71,1,32.5,0.86,1.17,6.3
V035,Van,Petrol,9,75,1500,True,R017,Hub North,Zone 2,143.1,1023.9,1.23,3,56.8,4.57,1.01,30.39
V056,Semi-Trailer,Diesel,6,450,26000,True,R025,Hub North,Zone 1,68.2,11384.0,1.56,2,26.9,-3.63,1.02,36.3
V027,Truck,Diesel,10,220,8000,True,R002,Hub North,Metro Area,98.7,5450.0,1.3,3,33.6,1.37,1.01,50.14
V013,Truck,Hybrid,5,220,8000,True,R018,Hub North,Port Terminal,155.9,3574.4,1.0,1,77.4,2.22,1.12,43.84
V037,Van,Petrol,6,75,1500,True,R015,Central Hub,Zone 3,162.1,347.9,1.97,2,38.5,1.78,1.07,30.98
