vehicle_id,vehicle_type,fuel_type,vehicle_age,fuel_capacity_l,max_payload_kg,available,route_id,origin,destination,distance_km,required_payload_kg,traffic_factor,priority,average_speed_kmph,road_grade,weather_factor,fuel_consumed_l,payload_capacity_ratio,speed_efficiency_deviation,traffic_speed_ratio,grade_distance_work,payload_tonnage,weather_stress_index
V031,Light Commercial,Diesel,6,100,3500,True,R009,Depot A,Industrial Park,89.8,3113.4,1.45,1,37.0,-2.38,1.06,19.95,0.8895428571428572,784.0,0.038157894736842106,87.66275999999999,3.1134,5.388000000000004
V041,Bus,Petrol,6,280,6000,True,R009,Depot A,Industrial Park,89.0,4721.5,1.75,1,24.9,-2.05,1.11,54.25,0.7869166666666667,1608.0100000000002,0.06756756756756757,87.1755,4.7215,9.790000000000008
V031,Light Commercial,Diesel,6,100,3500,True,R014,Depot A,Metro Area,53.2,1062.3,1.63,2,30.3,-1.73,1.01,11.18,0.3035142857142857,1204.0900000000001,0.05207667731629392,52.27964,1.0623,0.5320000000000005
V031,Light Commercial,Diesel,6,100,3500,True,R013,Central Hub,Metro Area,193.2,1552.9,1.44,2,47.3,-1.28,1.06,36.12,0.4436857142857143,313.2900000000001,0.02981366459627329,190.72704,1.5529000000000002,11.59200000000001
V035,Van,Petrol,9,75,1500,True,R026,Central Hub,Zone 4,112.0,696.2,1.74,3,40.1,-0.15,1.01,20.98,0.46413333333333334,620.0099999999999,0.042335766423357665,111.83200000000001,0.6962,1.120000000000001
V052,Van,Petrol,2,75,1500,True,R024,Depot C,Zone 2,101.1,899.1,1.14,1,65.6,-2.4,1.14,12.91,0.5994,0.35999999999999316,0.017117117117117116,98.6736,0.8991,14.15399999999999
V024,Van,Diesel,7,75,1500,True,R022,Central Hub,Metro Area,263.7,627.9,1.0,2,78.7,-2.46,1.06,26.94,0.41859999999999997,187.69000000000008,0.012547051442910916,257.21298,0.6279,15.822000000000013
V050,Light Commercial,Diesel,2,100,3500,True,R001,Depot B,Port Terminal,287.3,974.8,1.38,1,58.7,-2.58,1.25,44.73,0.2785142857142857,39.68999999999996,0.023115577889447233,279.88766,0.9748,71.825
V048,Light Commercial,Petrol,9,100,3500,True,R015,Central Hub,Zone 3,165.3,2334.3,1.8,2,38.8,2.51,1.06,58.01,0.6669428571428572,686.4400000000002,0.04522613065326633,169.44903,2.3343000000000003,9.91800000000001
V058,Truck,Diesel,12,220,8000,True,R022,Central Hub,Metro Area,262.0,5407.4,1.05,2,72.9,-2.01,1.05,84.95,0.675925,62.41000000000009,0.014208389715832204,256.7338,5.4074,13.100000000000012
V055,Van,CNG,6,75,1500,True,R008,Depot B,Metro Area,127.5,714.0,1.6,2,41.2,-3.07,1.02,19.88,0.476,566.4399999999998,0.037914691943127965,123.58575,0.714,2.5500000000000025
V048,Light Commercial,Petrol,9,100,3500,True,R013,Central Hub,Metro Area,191.7,1797.8,1.87,2,40.4,-1.96,1.08,48.7,0.5136571428571428,605.1600000000001,0.04516908212560387,187.94268,1.7978,15.336000000000013
V015,Van,Diesel,9,75,1500,True,R022,Central Hub,Metro Area,266.5,214.6,1.42,2,56.6,-2.96,1.15,29.11,0.14306666666666668,70.55999999999997,0.024652777777777777,258.6116,0.21459999999999999,39.97499999999997
V047,Semi-Trailer,Diesel,6,450,26000,True,R024,Depot C,Zone 2,103.4,12679.8,1.09,1,68.3,-2.35,1.11,41.5,0.4876846153846154,10.889999999999981,0.01572871572871573,100.9701,12.679799999999998,11.374000000000011
V045,Light Commercial,Diesel,9,100,3500,True,R026,Central Hub,Zone 4,109.5,2731.2,1.55,3,53.6,0.45,1.04,25.13,0.7803428571428571,129.95999999999998,0.028388278388278388,109.99275,2.7312,4.380000000000004
V018,Light Commercial,Hybrid,9,100,3500,True,R013,Central Hub,Metro Area,194.2,2109.7,1.65,2,48.7,-1.52,1.16,30.22,0.6027714285714285,265.6899999999999,0.03319919517102615,191.24815999999998,2.1096999999999997,31.07199999999998
V041,Bus,Petrol,6,280,6000,True,R012,Depot A,Zone 2,57.2,5295.6,1.18,2,43.4,1.56,1.08,34.87,0.8826,466.56000000000006,0.026576576576576576,58.09232000000001,5.2956,4.576000000000004
V016,Van,Petrol,6,75,1500,True,R012,Depot A,Zone 2,53.4,1063.6,1.14,2,42.8,0.87,1.08,8.96,0.7090666666666666,492.84000000000015,0.026027397260273973,53.86458,1.0635999999999999,4.272000000000004
V032,Truck,Diesel,8,220,8000,True,R021,Depot A,Metro Area,275.8,6087.9,1.34,1,53.8,-0.51,1.3,119.52,0.7609874999999999,125.44000000000007,0.02445255474452555,274.39342,6.087899999999999,82.74000000000001
V048,Light Commercial,Petrol,9,100,3500,True,R013,Central Hub,Metro Area,192.1,1713.8,2.02,2,31.3,-2.31,1.01,53.13,0.48965714285714285,1135.6900000000003,0.06253869969040249,187.66249,1.7138,1.9210000000000016
V012,Van,Petrol,1,75,1500,True,R013,Central Hub,Metro Area,193.9,371.1,1.43,2,47.2,-2.16,1.09,23.73,0.2474,316.8399999999999,0.02966804979253112,189.71176000000003,0.37110000000000004,17.451000000000015
V021,Van,Diesel,10,75,1500,True,R006,Depot C,Zone 1,150.1,1313.0,1.68,2,48.5,4.51,1.09,31.66,0.8753333333333333,272.25,0.033939393939393936,156.86951,1.313,13.509000000000011
V048,Light Commercial,Petrol,9,100,3500,True,R015,Central Hub,Zone 3,162.7,2311.1,2.04,2,42.8,1.37,1.11,55.49,0.6603142857142857,492.84000000000015,0.04657534246575343,164.92899,2.3110999999999997,17.897000000000016
V028,Van,Diesel,4,75,1500,True,R008,Depot B,Metro Area,131.6,1309.6,1.57,2,43.4,-3.22,1.05,17.54,0.8730666666666667,466.56000000000006,0.03536036036036036,127.36247999999999,1.3095999999999999,6.580000000000005
V058,Truck,Diesel,12,220,8000,True,R016,Central Hub,Industrial Park,19.3,4999.2,1.68,1,30.1,0.57,1.15,10.33,0.6249,1218.01,0.054019292604501605,19.41001,4.9992,2.8949999999999982
V001,Semi-Trailer,Diesel,6,450,26000,True,R027,Depot C,Zone 1,69.8,12644.0,1.34,2,30.9,-2.06,1.31,39.4,0.48630769230769233,1162.8100000000002,0.04200626959247649,68.36212,12.644,21.638
V044,Van,CNG,4,75,1500,True,R024,Depot C,Zone 2,101.2,321.8,1.33,1,52.7,-2.49,1.16,12.93,0.21453333333333335,151.28999999999994,0.024767225325884545,98.68012,0.32180000000000003,16.191999999999993
V049,Truck,Diesel,8,220,8000,True,R015,Central Hub,Zone 3,165.7,3504.4,2.1,2,36.8,1.56,1.15,88.43,0.43805,795.2400000000001,0.05555555555555556,168.28492,3.5044,24.854999999999983
V056,Semi-Trailer,Diesel,6,450,26000,True,R030,Central Hub,Industrial Park,315.7,15805.9,1.72,2,41.5,3.2,1.03,234.46,0.6079192307692307,552.25,0.04047058823529412,325.8024,15.8059,9.471000000000007
V010,Semi-Trailer,Diesel,12,450,26000,True,R030,Central Hub,Industrial Park,315.2,23169.9,1.41,2,45.6,2.52,1.16,236.09,0.8911500000000001,376.35999999999996,0.030257510729613732,323.1430399999999,23.169900000000002,50.431999999999974
V060,Light Commercial,Diesel,7,100,3500,True,R014,Depot A,Metro Area,53.0,2817.2,1.68,2,36.6,-2.65,1.35,12.02,0.8049142857142857,806.56,0.04468085106382978,51.5955,2.8171999999999997,18.550000000000004
V024,Van,Diesel,7,75,1500,True,R023,Depot B,Zone 2,267.8,804.3,1.5,3,49.9,-1.24,1.13,36.84,0.5362,228.01000000000005,0.029469548133595286,264.47928,0.8042999999999999,34.81399999999997
V022,Truck,Diesel,10,220,8000,True,R011,Central Hub,Port Terminal,312.2,3846.3,1.0,1,70.6,0.83,1.05,109.67,0.48078750000000003,31.359999999999935,0.013966480446927375,314.79125999999997,3.8463000000000003,15.610000000000014
V022,Truck,Diesel,10,220,8000,True,R027,Depot C,Zone 1,67.9,1026.3,1.32,2,38.3,-1.67,1.15,23.97,0.1282875,712.8900000000001,0.03358778625954199,66.76607,1.0263,10.184999999999995
V039,Truck,Diesel,12,220,8000,True,R012,Depot A,Zone 2,52.1,3188.1,1.0,2,49.7,2.34,1.11,21.31,0.3985125,234.08999999999992,0.01972386587771203,53.319140000000004,3.1881,5.731000000000005
V040,Van,CNG,2,75,1500,True,R008,Depot B,Metro Area,130.6,1401.2,1.45,2,53.5,-3.2,1.02,19.91,0.9341333333333334,132.25,0.02660550458715596,126.42079999999999,1.4012,2.6120000000000023
V029,Van,Diesel,12,75,1500,True,R005,Hub North,Zone 3,171.8,1094.8,1.93,1,37.4,-1.47,1.01,29.22,0.7298666666666667,761.7600000000001,0.05026041666666667,169.27454,1.0948,1.7180000000000017
V005,Light Commercial,CNG,10,100,3500,True,R026,Central Hub,Zone 4,110.1,1911.1,1.76,3,44.0,0.31,1.2,28.63,0.5460285714285714,441.0,0.03911111111111111,110.44131,1.9110999999999998,22.019999999999992
V060,Light Commercial,Diesel,7,100,3500,True,R009,Depot A,Industrial Park,88.2,2915.3,1.65,1,34.0,-3.01,1.12,20.53,0.8329428571428572,961.0,0.04714285714285714,85.54518,2.9153000000000002,10.58400000000001
V014,Light Commercial,Diesel,4,100,3500,True,R025,Hub North,Zone 1,68.8,418.6,1.4,2,30.5,-3.1,1.03,12.04,0.11960000000000001,1190.25,0.04444444444444444,66.6672,0.4186,2.064000000000002
V006,Semi-Trailer,Diesel,8,450,26000,True,R003,Depot B,Zone 1,294.3,23763.5,1.0,2,72.2,-0.97,1.1,139.94,0.9139807692307692,51.84000000000004,0.01366120218579235,291.44529,23.7635,29.430000000000028
V036,Van,Diesel,6,75,1500,True,R016,Central Hub,Industrial Park,20.3,1042.1,1.66,1,33.4,0.6,1.14,3.52,0.6947333333333333,998.5600000000001,0.04825581395348837,20.4218,1.0420999999999998,2.8419999999999983
V025,Truck,Diesel,11,220,8000,True,R013,Central Hub,Metro Area,195.0,890.5,1.65,2,43.3,-1.95,1.02,62.64,0.1113125,470.8900000000001,0.03724604966139955,191.19750000000002,0.8905,3.9000000000000035
V037,Van,Petrol,6,75,1500,True,R014,Depot A,Metro Area,56.5,1049.6,1.56,2,31.7,-3.03,1.01,9.36,0.6997333333333333,1108.8899999999999,0.04770642201834862,54.78805,1.0495999999999999,0.5650000000000005
V053,Van,CNG,12,75,1500,True,R006,Depot C,Zone 1,147.2,256.0,1.76,2,40.6,3.86,1.04,31.82,0.17066666666666666,595.3599999999999,0.0423076923076923,152.88191999999998,0.256,5.888000000000004
V006,Semi-Trailer,Diesel,8,450,26000,True,R003,Depot B,Zone 1,294.0,16735.1,1.17,2,62.6,-1.97,1.14,134.26,0.6436576923076922,5.759999999999994,0.01839622641509434,288.2082,16.7351,41.15999999999997
V018,Light Commercial,Hybrid,9,100,3500,True,R011,Central Hub,Port Terminal,311.9,1245.1,1.14,1,63.8,0.33,1.0,41.83,0.35574285714285714,1.4400000000000068,0.01759259259259259,312.92927,1.2450999999999999,0.0
V031,Light Commercial,Diesel,6,100,3500,True,R015,Central Hub,Zone 3,162.3,981.0,1.83,2,36.0,1.64,1.07,40.63,0.2802857142857143,841.0,0.04945945945945946,164.96172,0.981,11.361000000000011
V048,Light Commercial,Petrol,9,100,3500,True,R024,Depot C,Zone 2,102.3,2218.5,1.15,1,67.3,-2.36,1.11,21.41,0.6338571428571429,5.289999999999987,0.01683748169838946,99.88572,2.2185,11.253000000000009
V037,Van,Petrol,6,75,1500,True,R014,Depot A,Metro Area,53.0,703.4,1.68,2,33.9,-3.17,1.01,8.35,0.4689333333333333,967.21,0.048137535816618914,51.319900000000004,0.7034,0.5300000000000005
V023,Semi-Trailer,Diesel,7,450,26000,True,R008,Depot B,Metro Area,128.9,4026.0,1.66,2,44.5,-2.99,1.14,56.98,0.15484615384615386,420.25,0.036483516483516484,125.04589,4.026,18.04599999999999
V037,Van,Petrol,6,75,1500,True,R008,Depot B,Metro Area,127.2,1198.5,1.76,2,46.4,-2.54,1.06,21.39,0.799,345.96000000000004,0.03713080168776371,123.96912,1.1985,7.632000000000007
V059,Light Commercial,Diesel,7,100,3500,True,R019,Depot B,Port Terminal,256.3,1141.7,1.63,2,44.2,-2.18,1.06,47.34,0.3262,432.6399999999999,0.036061946902654865,250.71266,1.1417,15.378000000000014
V029,Van,Diesel,12,75,1500,True,R014,Depot A,Metro Area,57.5,938.2,1.91,2,24.0,-2.65,1.02,10.45,0.6254666666666667,1681.0,0.0764,55.97625,0.9382,1.150000000000001
V054,Light Commercial,Petrol,7,100,3500,True,R028,Central Hub,Zone 4,30.1,2162.8,1.37,1,38.2,-0.39,1.05,7.24,0.6179428571428572,718.2399999999999,0.03494897959183674,29.98261,2.1628000000000003,1.5050000000000014
V047,Semi-Trailer,Diesel,6,450,26000,True,R014,Depot A,Metro Area,55.3,3841.2,1.89,2,28.2,-2.82,1.08,28.95,0.14773846153846154,1354.2399999999998,0.06472602739726027,53.740539999999996,3.8411999999999997,4.424000000000004
V019,Semi-Trailer,Diesel,11,450,26000,True,R018,Hub North,Port Terminal,154.6,24640.7,1.13,1,65.9,2.92,1.1,105.31,0.9477192307692308,0.8100000000000103,0.016890881913303436,159.11431999999996,24.640700000000002,15.460000000000013
V015,Van,Diesel,9,75,1500,True,R002,Hub North,Metro Area,99.9,720.8,1.52,3,35.5,1.17,1.08,16.1,0.4805333333333333,870.25,0.041643835616438356,101.06883,0.7208,7.992000000000008
V047,Semi-Trailer,Diesel,6,450,26000,True,R006,Depot C,Zone 1,148.4,7138.4,1.69,2,39.2,4.8,1.09,102.82,0.27455384615384615,665.6399999999999,0.04203980099502487,155.5232,7.1384,13.356000000000012
V013,Truck,Hybrid,5,220,8000,True,R026,Central Hub,Zone 4,112.3,3769.9,1.85,3,39.3,0.69,1.03,37.65,0.47123750000000003,660.4900000000001,0.04590570719602978,113.07486999999999,3.7699000000000003,3.369000000000003
V021,Van,Diesel,10,75,1500,True,R011,Central Hub,Port Terminal,308.2,918.9,1.38,1,58.3,0.53,1.01,46.12,0.6126,44.890000000000036,0.02327150084317032,309.83346,0.9188999999999999,3.0820000000000025
V015,Van,Diesel,9,75,1500,True,R013,Central Hub,Metro Area,192.5,153.9,1.42,2,56.7,-1.45,1.04,20.87,0.10260000000000001,68.88999999999996,0.024610051993067587,189.70875,0.1539,7.700000000000006
V037,Van,Petrol,6,75,1500,True,R018,Hub North,Port Terminal,158.1,532.7,1.31,1,60.8,2.65,1.02,25.24,0.35513333333333336,17.640000000000025,0.021197411003236247,162.28965,0.5327000000000001,3.1620000000000026
V018,Light Commercial,Hybrid,9,100,3500,True,R002,Hub North,Metro Area,102.7,1945.6,1.8,3,45.6,1.53,1.04,19.95,0.5558857142857142,376.35999999999996,0.03862660944206008,104.27131000000001,1.9456,4.108000000000004
V040,Van,CNG,2,75,1500,True,R016,Central Hub,Industrial Park,21.6,1035.5,1.59,1,30.0,1.49,1.05,4.21,0.6903333333333334,1225.0,0.05129032258064516,21.92184,1.0355,1.080000000000001
V057,Light Commercial,Diesel,6,100,3500,True,R011,Central Hub,Port Terminal,308.0,1282.1,1.13,1,59.3,1.25,1.16,57.01,0.3663142857142857,32.49000000000003,0.018739635157545606,311.84999999999997,1.2821,49.27999999999997
V050,Light Commercial,Diesel,2,100,3500,True,R005,Hub North,Zone 3,170.6,1551.6,1.86,1,39.3,-1.73,1.0,36.06,0.44331428571428566,660.4900000000001,0.046153846153846156,167.64862,1.5515999999999999,0.0
V057,Light Commercial,Diesel,6,100,3500,True,R013,Central Hub,Metro Area,190.6,1008.2,1.59,2,49.6,-1.95,1.1,33.35,0.28805714285714284,237.15999999999997,0.03142292490118577,186.8833,1.0082,19.060000000000016
V002,Truck,Diesel,11,220,8000,True,R014,Depot A,Metro Area,56.1,2792.7,1.76,2,31.6,-2.09,1.21,23.68,0.3490875,1115.56,0.053987730061349694,54.92751,2.7927,11.780999999999999
V028,Van,Diesel,4,75,1500,True,R006,Depot C,Zone 1,143.6,1026.4,1.54,2,46.6,4.41,1.13,27.79,0.6842666666666667,338.55999999999995,0.03235294117647059,149.93276,1.0264000000000002,18.667999999999985
V014,Light Commercial,Diesel,4,100,3500,True,R017,Hub North,Zone 2,142.1,1353.4,1.27,3,55.2,4.47,1.2,34.54,0.3866857142857143,96.03999999999995,0.022597864768683272,148.45186999999999,1.3534000000000002,28.41999999999999
V056,Semi-Trailer,Diesel,6,450,26000,True,R023,Depot B,Zone 2,268.6,8779.6,1.52,3,45.9,-0.71,1.05,127.41,0.3376769230769231,364.81000000000006,0.03240938166311301,266.69294,8.7796,13.430000000000014
V043,Truck,Diesel,9,220,8000,True,R009,Depot A,Industrial Park,88.5,2830.2,1.72,1,26.9,-2.74,1.03,36.62,0.35377499999999995,1451.6100000000001,0.06164874551971326,86.0751,2.8301999999999996,2.6550000000000025
V020,Truck,Diesel,4,220,8000,True,R029,Depot A,Port Terminal,32.1,4966.0,1.16,3,35.5,4.07,1.04,16.6,0.62075,870.25,0.03178082191780822,33.40647,4.966,1.2840000000000011
V034,Van,Diesel,10,75,1500,True,R019,Depot B,Port Terminal,255.5,865.0,1.47,2,49.1,-1.64,1.08,33.26,0.5766666666666667,252.80999999999995,0.02934131736526946,251.3098,0.865,20.44000000000002
V037,Van,Petrol,6,75,1500,True,R024,Depot C,Zone 2,99.4,668.8,1.02,1,49.4,-2.76,1.14,12.05,0.44586666666666663,243.36000000000004,0.02023809523809524,96.65656000000001,0.6688,13.915999999999991
V030,Van,Diesel,11,75,1500,True,R003,Depot B,Zone 1,296.6,956.2,1.03,2,72.1,-2.06,1.01,34.42,0.6374666666666667,50.40999999999992,0.01409028727770178,290.49004,0.9562,2.966000000000003
V029,Van,Diesel,12,75,1500,True,R024,Depot C,Zone 2,102.0,969.6,1.15,1,63.7,-2.53,1.07,12.45,0.6464,1.6899999999999926,0.017774343122102007,99.4194,0.9696,7.140000000000006
V004,Van,Diesel,10,75,1500,True,R011,Central Hub,Port Terminal,311.6,166.7,1.14,1,63.0,0.88,1.01,36.26,0.11113333333333332,4.0,0.0178125,314.34208,0.1667,3.116000000000003
V028,Van,Diesel,4,75,1500,True,R022,Central Hub,Metro Area,262.4,582.3,1.0,2,72.7,-2.28,1.02,25.78,0.3882,59.29000000000004,0.013568521031207597,256.41727999999995,0.5822999999999999,5.248000000000004
V021,Van,Diesel,10,75,1500,True,R025,Hub North,Zone 1,68.5,461.5,1.59,2,29.2,-2.77,1.04,9.07,0.30766666666666664,1281.6399999999999,0.05264900662251656,66.60255000000001,0.4615,2.7400000000000024
V050,Light Commercial,Diesel,2,100,3500,True,R008,Depot B,Metro Area,127.3,2816.6,1.68,2,47.5,-2.56,1.19,25.02,0.8047428571428571,306.25,0.034639175257731955,124.04112,2.8165999999999998,24.186999999999994
V052,Van,Petrol,2,75,1500,True,R008,Depot B,Metro Area,130.8,501.2,1.71,2,43.9,-2.57,1.05,18.26,0.33413333333333334,445.21000000000004,0.038084632516703784,127.43844000000001,0.5012,6.540000000000006
V046,Truck,Diesel,4,220,8000,True,R002,Hub North,Metro Area,104.9,2957.6,1.74,3,55.9,1.89,1.07,43.04,0.3697,82.81000000000003,0.030579964850615114,106.88261,2.9576,7.343000000000007
V002,Truck,Diesel,11,220,8000,True,R019,Depot B,Port Terminal,258.7,4457.0,1.44,2,50.6,-1.48,1.07,95.42,0.557125,207.35999999999996,0.027906976744186046,254.87123999999997,4.457,18.109000000000016
V051,Light Commercial,Diesel,8,100,3500,True,R024,Depot C,Zone 2,100.8,1978.5,1.11,1,69.0,-2.08,1.01,16.95,0.5652857142857143,16.0,0.015857142857142858,98.70335999999999,1.9785,1.008000000000001
V024,Van,Diesel,7,75,1500,True,R013,Central Hub,Metro Area,188.4,1184.0,1.91,2,38.0,-2.46,1.12,32.11,0.7893333333333333,729.0,0.04897435897435897,183.76536000000002,1.184,22.608000000000022
V025,Truck,Diesel,11,220,8000,True,R005,Hub North,Zone 3,169.6,3437.9,1.66,1,43.9,-1.77,1.03,64.15,0.4297375,445.21000000000004,0.03697104677060133,166.59807999999998,3.4379,5.0880000000000045
V057,Light Commercial,Diesel,6,100,3500,True,R010,Hub North,Zone 2,200.1,1186.5,1.0,2,81.2,3.09,1.04,43.5,0.339,262.4400000000001,0.0121654501216545,206.28309,1.1865,8.004000000000007
V053,Van,CNG,12,75,1500,True,R013,Central Hub,Metro Area,190.7,925.5,1.77,2,46.3,-1.46,1.21,37.05,0.617,349.6900000000001,0.03742071881606766,187.91578,0.9255,40.04699999999999
V004,Van,Diesel,10,75,1500,True,R028,Central Hub,Zone 4,29.4,1078.6,1.38,1,29.3,0.15,1.01,5.07,0.7190666666666666,1274.4900000000002,0.04554455445544554,29.4441,1.0786,0.29400000000000026
V022,Truck,Diesel,10,220,8000,True,R004,Depot C,Zone 3,269.1,7549.7,1.14,3,61.8,2.1,1.07,118.95,0.9437125,10.240000000000018,0.018152866242038216,274.7511,7.5497,18.837000000000018
V045,Light Commercial,Diesel,9,100,3500,True,R011,Central Hub,Port Terminal,313.6,2189.4,1.3,1,57.0,1.14,1.04,68.67,0.6255428571428572,64.0,0.022413793103448276,317.17504,2.1894,12.544000000000013
V033,Truck,Diesel,6,220,8000,True,R020,Central Hub,Port Terminal,198.6,4137.0,1.33,2,54.4,-0.17,1.06,69.09,0.517125,112.36000000000003,0.0240072202166065,198.26237999999998,4.137,11.916000000000011
V016,Van,Petrol,6,75,1500,True,R008,Depot B,Metro Area,128.4,319.7,1.46,2,45.3,-2.33,1.08,18.04,0.2131333333333333,388.0900000000001,0.03153347732181425,125.40828,0.3197,10.27200000000001
V032,Truck,Diesel,8,220,8000,True,R027,Depot C,Zone 1,70.5,7511.1,1.54,2,32.9,-1.41,1.12,33.19,0.9388875000000001,1030.41,0.04542772861356933,69.50595,7.511100000000001,8.460000000000008
V052,Van,Petrol,2,75,1500,True,R028,Central Hub,Zone 4,29.1,1023.4,1.23,1,33.2,0.07,1.1,4.81,0.6822666666666667,1011.2399999999998,0.03596491228070175,29.120369999999998,1.0234,2.910000000000003
V014,Light Commercial,Diesel,4,100,3500,True,R012,Depot A,Zone 2,54.3,840.9,1.14,2,44.5,2.0,1.02,11.19,0.24025714285714286,420.25,0.025054945054945054,55.385999999999996,0.8409,1.086000000000001
V045,Light Commercial,Diesel,9,100,3500,True,R023,Depot B,Zone 2,267.1,1717.5,1.0,3,77.9,-1.57,1.3,46.49,0.4907142857142857,166.41000000000014,0.012674271229404309,262.90653000000003,1.7175,80.13000000000002
V045,Light Commercial,Diesel,9,100,3500,True,R023,Depot B,Zone 2,266.8,2016.9,1.21,3,65.4,-1.06,1.04,49.7,0.5762571428571429,0.16000000000000456,0.018222891566265057,263.97192,2.0169,10.67200000000001
V054,Light Commercial,Petrol,7,100,3500,True,R021,Depot A,Metro Area,282.8,995.2,1.15,1,64.4,0.34,1.02,57.18,0.2843428571428572,0.35999999999999316,0.017584097859327213,283.76152,0.9952000000000001,5.656000000000005
V018,Light Commercial,Hybrid,9,100,3500,True,R006,Depot C,Zone 1,148.4,2529.1,1.88,2,45.9,4.35,1.02,36.43,0.7226,364.81000000000006,0.040085287846481875,154.85540000000003,2.5291,2.9680000000000026
V013,Truck,Hybrid,5,220,8000,True,R002,Hub North,Metro Area,102.5,5222.3,1.63,3,47.4,2.04,1.0,36.82,0.6527875000000001,309.76000000000005,0.03367768595041322,104.591,5.222300000000001,0.0
V033,Truck,Diesel,6,220,8000,True,R011,Central Hub,Port Terminal,309.8,2389.5,1.37,1,58.0,0.48,1.01,108.53,0.2986875,49.0,0.02322033898305085,311.28704,2.3895,3.098000000000003
V032,Truck,Diesel,8,220,8000,True,R004,Depot C,Zone 3,268.9,7530.3,1.24,3,57.8,2.73,1.02,124.68,0.9412875,51.84000000000004,0.021088435374149662,276.24097,7.5303,5.3780000000000046
V025,Truck,Diesel,11,220,8000,True,R009,Depot A,Industrial Park,87.4,7250.9,1.47,1,40.1,-2.95,1.08,37.16,0.9063625,620.0099999999999,0.03576642335766423,84.8217,7.2509,6.992000000000007
V047,Semi-Trailer,Diesel,6,450,26000,True,R020,Central Hub,Port Terminal,199.5,8468.0,1.39,2,54.1,-0.36,1.15,91.33,0.32569230769230767,118.80999999999997,0.025226860254083484,198.7818,8.468,29.924999999999983
V048,Light Commercial,Petrol,9,100,3500,True,R018,Hub North,Port Terminal,158.6,1664.4,1.02,1,79.7,2.86,1.0,41.72,0.47554285714285716,216.0900000000001,0.012639405204460967,163.13595999999998,1.6644,0.0
V015,Van,Diesel,9,75,1500,True,R007,Central Hub,Industrial Park,287.6,1290.9,1.03,3,78.5,-0.13,1.1,40.23,0.8606,182.25,0.012955974842767295,287.22612000000004,1.2909000000000002,28.760000000000026
V048,Light Commercial,Petrol,9,100,3500,True,R001,Depot B,Port Terminal,291.9,1558.7,1.33,1,57.3,-2.69,1.01,58.07,0.44534285714285715,59.29000000000004,0.022813036020583193,284.04789,1.5587,2.9190000000000023
V014,Light Commercial,Diesel,4,100,3500,True,R007,Central Hub,Industrial Park,289.6,3190.6,1.19,3,64.7,-0.15,1.02,56.62,0.9116,0.08999999999999829,0.01811263318112633,289.16560000000004,3.1906,5.792000000000006
V025,Truck,Diesel,11,220,8000,True,R014,Depot A,Metro Area,56.8,2162.8,2.02,2,24.0,-2.76,1.35,27.41,0.27035000000000003,1681.0,0.0808,55.23232,2.1628000000000003,19.880000000000003
V002,Truck,Diesel,11,220,8000,True,R024,Depot C,Zone 2,102.9,5723.4,1.25,1,56.9,-1.79,1.08,37.59,0.715425,65.61000000000003,0.02158894645941278,101.05809,5.7234,8.232000000000008
V021,Van,Diesel,10,75,1500,True,R011,Central Hub,Port Terminal,314.0,914.4,1.12,1,69.5,0.04,1.04,36.26,0.6096,20.25,0.015886524822695036,314.12559999999996,0.9144,12.560000000000011
V058,Truck,Diesel,12,220,8000,True,R009,Depot A,Industrial Park,86.3,3154.1,1.78,1,30.3,-2.24,1.14,36.66,0.3942625,1204.0900000000001,0.05686900958466454,84.36688,3.1541,12.081999999999992
V027,Truck,Diesel,10,220,8000,True,R017,Hub North,Zone 2,144.9,5681.0,1.22,3,54.8,5.37,1.0,77.1,0.710125,104.04000000000006,0.02186379928315412,152.68113000000002,5.681,0.0
V043,Truck,Diesel,9,220,8000,True,R003,Depot B,Zone 1,292.9,964.6,1.0,2,74.7,-1.08,1.31,86.56,0.120575,94.09000000000006,0.01321003963011889,289.73668,0.9646,90.799
V007,Van,Petrol,11,75,1500,True,R007,Central Hub,Industrial Park,286.7,444.4,1.36,3,58.6,0.7,1.01,44.87,0.2962666666666667,40.95999999999998,0.022818791946308727,288.70689999999996,0.44439999999999996,2.867000000000002
V039,Truck,Diesel,12,220,8000,True,R002,Hub North,Metro Area,101.6,2576.8,1.65,3,51.2,2.12,1.03,47.97,0.3221,190.4399999999999,0.03160919540229885,103.75392000000001,2.5768,3.0480000000000027
V023,Semi-Trailer,Diesel,7,450,26000,True,R016,Central Hub,Industrial Park,24.4,5196.1,1.48,1,36.7,0.39,1.07,12.97,0.19985000000000003,800.8899999999999,0.03925729442970822,24.49516,5.1961,1.7080000000000015
V045,Light Commercial,Diesel,9,100,3500,True,R014,Depot A,Metro Area,53.3,451.0,1.78,2,22.0,-3.14,1.14,10.86,0.12885714285714286,1849.0,0.07739130434782608,51.62638,0.451,7.461999999999994
V056,Semi-Trailer,Diesel,6,450,26000,True,R018,Hub North,Port Terminal,156.8,10400.1,1.11,1,63.3,2.79,1.05,82.32,0.40000384615384615,2.8900000000000095,0.017262830482115087,161.17472,10.4001,7.840000000000008
V032,Truck,Diesel,8,220,8000,True,R019,Depot B,Port Terminal,258.1,2284.3,1.47,2,49.7,-1.48,1.11,90.31,0.2855375,234.08999999999992,0.028994082840236683,254.28012,2.2843,28.391000000000027
